complaint_id,date_received,district_column,general_cap_classification,summary,incident_date_extract,incident_time_extract,objectid,my_column,complaint_id_1,complainant_sex,complainant_race,complainant_age,objectid_1
25-0012,1/9/2025 5:00:00,24,PHYSICAL ABUSE,"According to the complainant, on 12-28-24 at 11:02 AM, while in the confines of the 24th District, they alleged physical abuse by Narcotics Strike Force officers. They were arrested by police. The complainant states while they were handcuffed and placed in the police wagon, officers used excessive force.",2024-12-28,11:02:00,2513,2400,25-0012,Male,White,42,2599
25-0013,1/9/2025 5:00:00,25,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-11-24, while in the confines of the 25th District, they alleged an improper entry by unknown officers and unprofessional conduct by a 25th District officer. Officers improperly entered their home for a burglary investigation. At a later date, the complainant went to the district and spoke to an officer who acted unprofessionally towards them.",2024-12-11,NA,2514,2500,25-0013,Female,Black,53,2600
25-0016,1/10/2025 5:00:00,16,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-8-25 at 9:15 PM, while in the confines of the 16th District, they were stopped by police. The complainant states that as they were looking for their license, the officers threatened to give them all types of tickets, because they were not fast enough. The complainant found their license but the officers refused to accept it and issued them four tickets.",2025-01-08,21:15:00,2517,1600,25-0016,Male,Black,36,2604
25-0017,1/13/2025 5:00:00,8,VERBAL ABUSE,"According to the complainant, on 1-10-25 at 11:11 AM, while in the confines of the 8th District, they were verbally abused by an 8th District officer. The officer responded to a landlord / tenant issue. The complainant states that the officer was ignorant, rude, condescending and made an inappropriate comment.",2025-01-10,11:11:00,2518,0800,25-0017,Female,Black,63,2605
25-0018,1/14/2025 5:00:00,14,VERBAL ABUSE,"According to the complainant, on 1-10-25 at 1:30 PM, while in the confines of the 14th District, they called 911 to report an accident that had occurred in front of their place of business. The complainant states that after their 3rd attempt to reach 911, they spoke to a dispatcher, who was very rude and dismissive towards them. The complainant states that the dispatcher constantly talked over them and interrupted them. The complainant repeatedly asked the dispatcher for their dispatcher number but they refused three times before giving them the information.",2025-01-10,13:30:00,2519,1400,25-0018,Female,,,2606
25-0019,1/14/2025 5:00:00,24,VERBAL ABUSE,"According to the complainant, on 12-23-24 at 5:00 PM, while in the confines of the 24th District, a lieutenant responded to a dispute, that they were having with the employees of the store. The complainant states that the lieutenant sided with the employees and when they attempted to take a photo of the manager, the lieutenant got very agitated. The complainant states that the lieutenant told them aggressively that they would physically drag them out of the store. The complainant also states that the lieutenant would not give them their badge number.",2024-12-23,17:00:00,2520,2400,25-0019,Female,Black,56,2607
25-0020,1/14/2025 5:00:00,15,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-10-25 at 10:30 PM, while in the confines of the 15th District, they were improperly stopped and verbally abused by 15th District officers. They were stopped by police. The complainant states that they were ordered out of the vehicle, handcuffed and placed in the back of a patrol car. Officers proceeded to search their vehicle without permission. The complainant states that an officer used profanities towards them.",2025-01-10,22:30:00,2521,1500,25-0020,Male,Black,36,2608
25-0021,1/15/2025 5:00:00,14,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-2-25 at 7:14 PM, as they watched their surveillance video, they saw an officer entering their property. The complainant states that the officer searched their yard and trash using their flashlight. The complainant states that they were not notified of any reason an officer would enter their private property and search it without their consent.",2025-01-02,19:14:00,2522,1400,25-0021,Female,,,2609
25-0022,1/15/2025 5:00:00,5,HARASSMENT,"According to the complainant, while in the confines of the 5th District, they have previously filed a complaint against their neighbor, an off duty officer for harassment. The complainant states that the harassment and stalking is still occurring. On 1-13-25 at 6:12 AM, the complainant was going to work and was approaching a stop sign, when they saw the officer watching them from their truck. The complainant states that they have caught the officer several times stalking them.",2025-01-13,06:12:00,2523,0500,25-0022,Female,Black,54,2610
25-0023,1/15/2025 5:00:00,26,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-10-25 at 5:35 PM, while in the confines of the 26th District, an unknown officer violated departmental policy. A patrol car drove through a red light at excessive speed, almost striking her.",2025-01-10,17:35:00,2524,2600,25-0023,Female,,,2611
25-0024,1/15/2025 5:00:00,17,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 6-29-24, while in the confines of the 17th District, they were threatened and harassed by their former roommate. The complainant states that when they tried to report the incident, detectives were rude to them and basically asked them what are they to do. The complainant states that the detectives finally took the report. The detectives found a knife and a white substance at their roommateâs house. The complainant states that the knife and white substance were thrown out by the detectives.",2024-06-29,NA,2525,1700,25-0024,Female,,45,2612
25-0025,1/15/2025 5:00:00,9,LACK OF SERVICE,"According to the complainant, on 1-1-25 at 1:00 AM, while in the confines of the 9th District, their family member was assaulted and hit by a car. The complainant states that when officers arrived, the officers thought their family member was drunk and would not listen to them explain what had occurred. The complainant states that the officers failed to properly investigate the incident and ignored the fact that their family member had been injured.",2025-01-01,01:00:00,2526,0900,25-0025,Female,,,2613
25-0026,1/15/2025 5:00:00,17,DOMESTIC,"According to the complainant, on 1-13-25 at 8:00 PM, while in the confines of the 17th District, their friend was involved in a domestic incident with their childâs parent, an off-duty 39th District officer. Their friend was abused by the officer during a domestic incident.",2025-01-13,20:00:00,2527,1700,25-0026,Female,,,2615
25-0027,1/15/2025 5:00:00,15,UNPROFESSIONAL CONDUCT,"According to the complainant, on 1-14-25 at 8:20 PM, while in the confines of the 15th District, they were stopped by police. When the complainant asked the officers why they had been stopped, one of the officers got angry and said now you are getting a ticket. The complainant states that the officers would constantly call them out by their name, being verbally disrespectful, because they knew their rights. The complainant also states that they feel that the officers continued to talk down to them, implying that they needed handouts, which they interpreted as being poor or a bum.",2025-01-14,20:20:00,2528,1500,25-0027,Male,Black,50,2617
25-0028,1/16/2025 5:00:00,18,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 6-13-24 at 5:48 PM, while in the confines of the 18th District, they were stopped by police. The complainant states that the officer told them that they were not going to ticket them, but they proceeded to send them a ticket in the mail to the wrong address.",2024-06-13,17:48:00,2529,1800,25-0028,Female,Asian,,2618
25-0029,1/16/2025 5:00:00,3,LACK OF SERVICE,"According to the complainant, on 10-31-25 at 1:53 PM, while in the confines of the 3rd District, their company vehicle was involved in an auto accident and their driver was found at fault. The complainant states that the accident report is incorrect and that photos show that the other driver was responsible for the accident.",2025-10-31,13:53:00,2530,0300,25-0029,,,,2619
